street_path,best_aerial_path,match_count
data/fusion/train/images/street/train/street_0000.png,data/fusion/train/images/aerial/aerial_0367.png,43
data/fusion/train/images/street/train/street_0001.png,data/fusion/train/images/aerial/aerial_0368.png,46
data/fusion/train/images/street/train/street_0002.png,data/fusion/train/images/aerial/aerial_0367.png,45
data/fusion/train/images/street/train/street_0003.png,data/fusion/train/images/aerial/aerial_0005.png,45
data/fusion/train/images/street/train/street_0004.png,data/fusion/train/images/aerial/aerial_0377.png,42
data/fusion/train/images/street/train/street_0005.png,data/fusion/train/images/aerial/aerial_0013.png,44
data/fusion/train/images/street/train/street_0006.png,data/fusion/train/images/aerial/aerial_0376.png,42
data/fusion/train/images/street/train/street_0007.png,data/fusion/train/images/aerial/aerial_0005.png,44
data/fusion/train/images/street/train/street_0008.png,data/fusion/train/images/aerial/aerial_0004.png,40
data/fusion/train/images/street/train/street_0009.png,data/fusion/train/images/aerial/aerial_0021.png,44
data/fusion/train/images/street/train/street_0010.png,data/fusion/train/images/aerial/aerial_0154.png,46
data/fusion/train/images/street/train/street_0011.png,data/fusion/train/images/aerial/aerial_0368.png,42
data/fusion/train/images/street/train/street_0012.png,data/fusion/train/images/aerial/aerial_0023.png,43
data/fusion/train/images/street/train/street_0013.png,data/fusion/train/images/aerial/aerial_0022.png,44
data/fusion/train/images/street/train/street_0014.png,data/fusion/train/images/aerial/aerial_0023.png,47
data/fusion/train/images/street/train/street_0015.png,data/fusion/train/images/aerial/aerial_0182.png,53
data/fusion/train/images/street/train/street_0016.png,data/fusion/train/images/aerial/aerial_0173.png,61
data/fusion/train/images/street/train/street_0017.png,data/fusion/train/images/aerial/aerial_0310.png,50
data/fusion/train/images/street/train/street_0018.png,data/fusion/train/images/aerial/aerial_0310.png,58
data/fusion/train/images/street/train/street_0019.png,data/fusion/train/images/aerial/aerial_0301.png,57
data/fusion/train/images/street/train/street_0020.png,data/fusion/train/images/aerial/aerial_0013.png,47
data/fusion/train/images/street/train/street_0021.png,data/fusion/train/images/aerial/aerial_0377.png,37
data/fusion/train/images/street/train/street_0022.png,data/fusion/train/images/aerial/aerial_0006.png,33
data/fusion/train/images/street/train/street_0023.png,data/fusion/train/images/aerial/aerial_0145.png,42
data/fusion/train/images/street/train/street_0024.png,data/fusion/train/images/aerial/aerial_0295.png,53
data/fusion/train/images/street/train/street_0025.png,data/fusion/train/images/aerial/aerial_0422.png,43
data/fusion/train/images/street/train/street_0026.png,data/fusion/train/images/aerial/aerial_0050.png,34
data/fusion/train/images/street/train/street_0027.png,data/fusion/train/images/aerial/aerial_0275.png,41
data/fusion/train/images/street/train/street_0028.png,data/fusion/train/images/aerial/aerial_0376.png,38
data/fusion/train/images/street/train/street_0029.png,data/fusion/train/images/aerial/aerial_0003.png,39
data/fusion/train/images/street/train/street_0030.png,data/fusion/train/images/aerial/aerial_0006.png,39
data/fusion/train/images/street/train/street_0031.png,data/fusion/train/images/aerial/aerial_0274.png,41
data/fusion/train/images/street/train/street_0032.png,data/fusion/train/images/aerial/aerial_0126.png,33
data/fusion/train/images/street/train/street_0033.png,data/fusion/train/images/aerial/aerial_0295.png,33
data/fusion/train/images/street/train/street_0034.png,data/fusion/train/images/aerial/aerial_0020.png,28
data/fusion/train/images/street/train/street_0035.png,data/fusion/train/images/aerial/aerial_0323.png,28
data/fusion/train/images/street/train/street_0036.png,data/fusion/train/images/aerial/aerial_0015.png,41
data/fusion/train/images/street/train/street_0037.png,data/fusion/train/images/aerial/aerial_0144.png,43
data/fusion/train/images/street/train/street_0038.png,data/fusion/train/images/aerial/aerial_0295.png,51
data/fusion/train/images/street/train/street_0039.png,data/fusion/train/images/aerial/aerial_0144.png,48
data/fusion/train/images/street/train/street_0040.png,data/fusion/train/images/aerial/aerial_0043.png,52
data/fusion/train/images/street/train/street_0041.png,data/fusion/train/images/aerial/aerial_0126.png,53
data/fusion/train/images/street/train/street_0042.png,data/fusion/train/images/aerial/aerial_0026.png,52
data/fusion/train/images/street/train/street_0043.png,data/fusion/train/images/aerial/aerial_0291.png,50
data/fusion/train/images/street/train/street_0044.png,data/fusion/train/images/aerial/aerial_0386.png,43
data/fusion/train/images/street/train/street_0045.png,data/fusion/train/images/aerial/aerial_0017.png,38
data/fusion/train/images/street/train/street_0046.png,data/fusion/train/images/aerial/aerial_0308.png,30
data/fusion/train/images/street/train/street_0047.png,data/fusion/train/images/aerial/aerial_0350.png,38
data/fusion/train/images/street/train/street_0048.png,data/fusion/train/images/aerial/aerial_0013.png,28
data/fusion/train/images/street/train/street_0049.png,data/fusion/train/images/aerial/aerial_0136.png,36
data/fusion/train/images/street/train/street_0050.png,data/fusion/train/images/aerial/aerial_0281.png,38
data/fusion/train/images/street/train/street_0051.png,data/fusion/train/images/aerial/aerial_0386.png,45
data/fusion/train/images/street/train/street_0052.png,data/fusion/train/images/aerial/aerial_0172.png,52
data/fusion/train/images/street/train/street_0053.png,data/fusion/train/images/aerial/aerial_0013.png,48
data/fusion/train/images/street/train/street_0054.png,data/fusion/train/images/aerial/aerial_0310.png,50
data/fusion/train/images/street/train/street_0055.png,data/fusion/train/images/aerial/aerial_0050.png,40
data/fusion/train/images/street/train/street_0056.png,data/fusion/train/images/aerial/aerial_0041.png,37
data/fusion/train/images/street/train/street_0057.png,data/fusion/train/images/aerial/aerial_0395.png,42
data/fusion/train/images/street/train/street_0058.png,data/fusion/train/images/aerial/aerial_0023.png,39
data/fusion/train/images/street/train/street_0059.png,data/fusion/train/images/aerial/aerial_0021.png,40
data/fusion/train/images/street/train/street_0060.png,data/fusion/train/images/aerial/aerial_0294.png,35
data/fusion/train/images/street/train/street_0061.png,data/fusion/train/images/aerial/aerial_0013.png,31
data/fusion/train/images/street/train/street_0062.png,data/fusion/train/images/aerial/aerial_0127.png,33
data/fusion/train/images/street/train/street_0063.png,data/fusion/train/images/aerial/aerial_0021.png,46
data/fusion/train/images/street/train/street_0064.png,data/fusion/train/images/aerial/aerial_0174.png,67
data/fusion/train/images/street/train/street_0065.png,data/fusion/train/images/aerial/aerial_0174.png,69
data/fusion/train/images/street/train/street_0066.png,data/fusion/train/images/aerial/aerial_0165.png,67
data/fusion/train/images/street/train/street_0067.png,data/fusion/train/images/aerial/aerial_0165.png,89
data/fusion/train/images/street/train/street_0068.png,data/fusion/train/images/aerial/aerial_0183.png,49
data/fusion/train/images/street/train/street_0069.png,data/fusion/train/images/aerial/aerial_0318.png,34
data/fusion/train/images/street/train/street_0070.png,data/fusion/train/images/aerial/aerial_0294.png,41
data/fusion/train/images/street/train/street_0071.png,data/fusion/train/images/aerial/aerial_0181.png,41
data/fusion/train/images/street/train/street_0072.png,data/fusion/train/images/aerial/aerial_0040.png,45
data/fusion/train/images/street/train/street_0073.png,data/fusion/train/images/aerial/aerial_0293.png,44
data/fusion/train/images/street/train/street_0074.png,data/fusion/train/images/aerial/aerial_0145.png,34
data/fusion/train/images/street/train/street_0075.png,data/fusion/train/images/aerial/aerial_0040.png,44
data/fusion/train/images/street/train/street_0076.png,data/fusion/train/images/aerial/aerial_0350.png,39
data/fusion/train/images/street/train/street_0077.png,data/fusion/train/images/aerial/aerial_0006.png,39
data/fusion/train/images/street/train/street_0078.png,data/fusion/train/images/aerial/aerial_0311.png,36
data/fusion/train/images/street/train/street_0079.png,data/fusion/train/images/aerial/aerial_0155.png,35
data/fusion/train/images/street/train/street_0080.png,data/fusion/train/images/aerial/aerial_0146.png,28
data/fusion/train/images/street/train/street_0081.png,data/fusion/train/images/aerial/aerial_0181.png,31
data/fusion/train/images/street/train/street_0082.png,data/fusion/train/images/aerial/aerial_0127.png,32
data/fusion/train/images/street/train/street_0083.png,data/fusion/train/images/aerial/aerial_0312.png,17
data/fusion/train/images/street/train/street_0084.png,data/fusion/train/images/aerial/aerial_0367.png,20
data/fusion/train/images/street/train/street_0085.png,data/fusion/train/images/aerial/aerial_0126.png,27
data/fusion/train/images/street/train/street_0086.png,data/fusion/train/images/aerial/aerial_0147.png,25
data/fusion/train/images/street/train/street_0087.png,data/fusion/train/images/aerial/aerial_0016.png,46
data/fusion/train/images/street/train/street_0088.png,data/fusion/train/images/aerial/aerial_0275.png,52
data/fusion/train/images/street/train/street_0089.png,data/fusion/train/images/aerial/aerial_0275.png,59
data/fusion/train/images/street/train/street_0090.png,data/fusion/train/images/aerial/aerial_0135.png,66
data/fusion/train/images/street/train/street_0091.png,data/fusion/train/images/aerial/aerial_0275.png,47
data/fusion/train/images/street/train/street_0092.png,data/fusion/train/images/aerial/aerial_0274.png,46
data/fusion/train/images/street/train/street_0093.png,data/fusion/train/images/aerial/aerial_0032.png,35
data/fusion/train/images/street/train/street_0094.png,data/fusion/train/images/aerial/aerial_0154.png,37
data/fusion/train/images/street/train/street_0095.png,data/fusion/train/images/aerial/aerial_0314.png,35
data/fusion/train/images/street/train/street_0096.png,data/fusion/train/images/aerial/aerial_0366.png,39
data/fusion/train/images/street/train/street_0097.png,data/fusion/train/images/aerial/aerial_0367.png,38
data/fusion/train/images/street/train/street_0098.png,data/fusion/train/images/aerial/aerial_0011.png,46
data/fusion/train/images/street/train/street_0099.png,data/fusion/train/images/aerial/aerial_0293.png,39
data/fusion/train/images/street/train/street_0100.png,data/fusion/train/images/aerial/aerial_0005.png,38
data/fusion/train/images/street/train/street_0101.png,data/fusion/train/images/aerial/aerial_0182.png,37
data/fusion/train/images/street/train/street_0102.png,data/fusion/train/images/aerial/aerial_0032.png,31
data/fusion/train/images/street/train/street_0103.png,data/fusion/train/images/aerial/aerial_0198.png,46
data/fusion/train/images/street/train/street_0104.png,data/fusion/train/images/aerial/aerial_0144.png,42
data/fusion/train/images/street/train/street_0105.png,data/fusion/train/images/aerial/aerial_0155.png,42
data/fusion/train/images/street/train/street_0106.png,data/fusion/train/images/aerial/aerial_0013.png,30
data/fusion/train/images/street/train/street_0107.png,data/fusion/train/images/aerial/aerial_0034.png,37
data/fusion/train/images/street/train/street_0108.png,data/fusion/train/images/aerial/aerial_0013.png,51
data/fusion/train/images/street/train/street_0109.png,data/fusion/train/images/aerial/aerial_0021.png,60
data/fusion/train/images/street/train/street_0110.png,data/fusion/train/images/aerial/aerial_0318.png,39
data/fusion/train/images/street/train/street_0111.png,data/fusion/train/images/aerial/aerial_0368.png,46
data/fusion/train/images/street/train/street_0112.png,data/fusion/train/images/aerial/aerial_0318.png,50
data/fusion/train/images/street/train/street_0113.png,data/fusion/train/images/aerial/aerial_0014.png,57
data/fusion/train/images/street/train/street_0114.png,data/fusion/train/images/aerial/aerial_0145.png,49
data/fusion/train/images/street/train/street_0115.png,data/fusion/train/images/aerial/aerial_0022.png,48
data/fusion/train/images/street/train/street_0116.png,data/fusion/train/images/aerial/aerial_0155.png,45
data/fusion/train/images/street/train/street_0117.png,data/fusion/train/images/aerial/aerial_0301.png,49
data/fusion/train/images/street/train/street_0118.png,data/fusion/train/images/aerial/aerial_0155.png,56
data/fusion/train/images/street/train/street_0119.png,data/fusion/train/images/aerial/aerial_0404.png,46
data/fusion/train/images/street/train/street_0120.png,data/fusion/train/images/aerial/aerial_0368.png,49
data/fusion/train/images/street/train/street_0121.png,data/fusion/train/images/aerial/aerial_0368.png,52
data/fusion/train/images/street/train/street_0122.png,data/fusion/train/images/aerial/aerial_0156.png,49
data/fusion/train/images/street/train/street_0123.png,data/fusion/train/images/aerial/aerial_0144.png,43
data/fusion/train/images/street/train/street_0124.png,data/fusion/train/images/aerial/aerial_0154.png,36
data/fusion/train/images/street/train/street_0125.png,data/fusion/train/images/aerial/aerial_0291.png,78
data/fusion/train/images/street/train/street_0126.png,data/fusion/train/images/aerial/aerial_0295.png,31
data/fusion/train/images/street/train/street_0127.png,data/fusion/train/images/aerial/aerial_0281.png,38
data/fusion/train/images/street/train/street_0128.png,data/fusion/train/images/aerial/aerial_0144.png,41
data/fusion/train/images/street/train/street_0129.png,data/fusion/train/images/aerial/aerial_0154.png,41
data/fusion/train/images/street/train/street_0130.png,data/fusion/train/images/aerial/aerial_0051.png,43
data/fusion/train/images/street/train/street_0131.png,data/fusion/train/images/aerial/aerial_0153.png,32
data/fusion/train/images/street/train/street_0132.png,data/fusion/train/images/aerial/aerial_0318.png,55
data/fusion/train/images/street/train/street_0133.png,data/fusion/train/images/aerial/aerial_0023.png,46
data/fusion/train/images/street/train/street_0134.png,data/fusion/train/images/aerial/aerial_0300.png,51
data/fusion/train/images/street/train/street_0135.png,data/fusion/train/images/aerial/aerial_0014.png,57
data/fusion/train/images/street/train/street_0136.png,data/fusion/train/images/aerial/aerial_0318.png,52
data/fusion/train/images/street/train/street_0137.png,data/fusion/train/images/aerial/aerial_0136.png,59
data/fusion/train/images/street/train/street_0138.png,data/fusion/train/images/aerial/aerial_0144.png,43
data/fusion/train/images/street/train/street_0139.png,data/fusion/train/images/aerial/aerial_0144.png,42
data/fusion/train/images/street/train/street_0140.png,data/fusion/train/images/aerial/aerial_0005.png,46
data/fusion/train/images/street/train/street_0141.png,data/fusion/train/images/aerial/aerial_0300.png,27
data/fusion/train/images/street/train/street_0142.png,data/fusion/train/images/aerial/aerial_0301.png,43
data/fusion/train/images/street/train/street_0143.png,data/fusion/train/images/aerial/aerial_0144.png,41
data/fusion/train/images/street/train/street_0144.png,data/fusion/train/images/aerial/aerial_0024.png,47
data/fusion/train/images/street/train/street_0145.png,data/fusion/train/images/aerial/aerial_0298.png,37
data/fusion/train/images/street/train/street_0146.png,data/fusion/train/images/aerial/aerial_0274.png,45
data/fusion/train/images/street/train/street_0147.png,data/fusion/train/images/aerial/aerial_0310.png,42
data/fusion/train/images/street/train/street_0148.png,data/fusion/train/images/aerial/aerial_0144.png,42
data/fusion/train/images/street/train/street_0149.png,data/fusion/train/images/aerial/aerial_0006.png,46
data/fusion/train/images/street/train/street_0150.png,data/fusion/train/images/aerial/aerial_0298.png,36
data/fusion/train/images/street/train/street_0151.png,data/fusion/train/images/aerial/aerial_0155.png,38
data/fusion/train/images/street/train/street_0152.png,data/fusion/train/images/aerial/aerial_0393.png,39
data/fusion/train/images/street/train/street_0153.png,data/fusion/train/images/aerial/aerial_0013.png,39
data/fusion/train/images/street/train/street_0154.png,data/fusion/train/images/aerial/aerial_0318.png,53
data/fusion/train/images/street/train/street_0155.png,data/fusion/train/images/aerial/aerial_0308.png,69
data/fusion/train/images/street/train/street_0156.png,data/fusion/train/images/aerial/aerial_0393.png,77
data/fusion/train/images/street/train/street_0157.png,data/fusion/train/images/aerial/aerial_0302.png,53
data/fusion/train/images/street/train/street_0158.png,data/fusion/train/images/aerial/aerial_0155.png,44
